index,name,time,rating,item,sentiment,source,어간,noun,v_ad,n_v_ad,review_sentence,replace_slang_sentence
2630,경쟁사,2023-04-12,4,식물영양제,부정,naver,"[('무사하다', 'Adjective'), ('자다', 'Verb'), ('오다', 'Verb')]",[],"['무사하다', '자다', '오다']","['무사하다', '자다', '오다']",무사히 잘 왔습니다,무사히 잘 왔습니다
2632,경쟁사,2023-04-11,4,식물영양제,부정,naver,"[('빠르다', 'Adjective'), ('배송', 'Noun'), ('굳다', 'Adjective'), ('좋다', 'Adjective'), ('뜨다', 'Verb'), ('닷', 'Noun')]","['배송', '닷']","['빠르다', '굳다', '좋다', '뜨다']","['배송', '닷', '빠르다', '굳다', '좋다', '뜨다']",빠른배송 굳 좋뜹니닷,빠른배송 굳 좋뜹니닷
2635,경쟁사,2023-04-07,4,식물영양제,부정,naver,"[('좋다', 'Adjective')]",[],['좋다'],['좋다'],좋아요,좋아요
2636,경쟁사,2023-04-07,4,식물영양제,부정,naver,"[('자다', 'Verb'), ('사용', 'Noun'), ('하다', 'Verb')]",['사용'],"['자다', '하다']","['사용', '자다', '하다']",잘 사용 하겠습니다,잘 사용 하겠습니다
2637,경쟁사,2023-04-06,4,식물영양제,부정,naver,"[('수경재배', 'Noun'), ('용', 'Noun'), ('으로', 'Josa'), ('구매', 'Noun'), ('하다', 'Verb'), ('기대', 'Noun'), ('되다', 'Verb')]","['수경', '재배용', '구매', '기대']","['하다', '되다']","['수경', '재배용', '구매', '기대', '하다', '되다']",수경재배용으로 구매했는데 기대되네요,수경재배용으로 구매했는데 기대되네요
2645,경쟁사,2023-04-02,4,식물영양제,부정,naver,"[('집', 'Noun'), ('에서', 'Josa'), ('사용', 'Noun'), ('하다', 'Verb'), ('엄청', 'Adverb'), ('조금', 'Noun'), ('씩', 'Suffix'), ('이라', 'Josa'), ('다', 'Adverb'), ('쓰다', 'Verb'), ('아', 'Exclamation'), ('주', 'Noun'), ('한참', 'Noun'), ('이겠다', 'Verb'), ('ㅎ', 'KoreanParticle')]","['집', '사용', '조금', '주', '한', '요']","['하다', '쓰다', '이겠다']","['집', '사용', '조금', '주', '한', '요', '하다', '쓰다', '이겠다']",집에서 사용하기에 엄청 조금씩이라 다 쓰려면 아~주 한참이겠어요ㅎ,집에서 사용하기에 엄청 조금씩이라 다 쓰려면 아 주 한참이겠어요ㅎ
2646,경쟁사,2023-04-02,4,식물영양제,부정,naver,"[('집', 'Noun'), ('에서', 'Josa'), ('사용', 'Noun'), ('하다', 'Verb'), ('엄청', 'Adverb'), ('조금', 'Noun'), ('씩', 'Suffix'), ('이라', 'Josa'), ('다', 'Adverb'), ('쓰다', 'Verb'), ('아', 'Exclamation'), ('주', 'Noun'), ('한참', 'Noun'), ('이겠다', 'Verb'), ('ㅎ', 'KoreanParticle')]","['집', '사용', '조금', '주', '한', '요']","['하다', '쓰다', '이겠다']","['집', '사용', '조금', '주', '한', '요', '하다', '쓰다', '이겠다']",집에서 사용하기에 엄청 조금씩이라 다 쓰려면 아~주 한참이겠어요ㅎ,집에서 사용하기에 엄청 조금씩이라 다 쓰려면 아 주 한참이겠어요ㅎ
2650,경쟁사,2023-04-07,4,식물영양제,부정,naver,"[('배송', 'Noun'), ('도', 'Josa'), ('빠르다', 'Adjective'), ('깔끔하다', 'Adjective'), ('오다', 'Verb')]",['배송'],"['빠르다', '깔끔하다', '오다']","['배송', '빠르다', '깔끔하다', '오다']",배송도 빠르고 깔끔하게 왔어요,배송도 빠르고 깔끔하게 왔어요
2658,경쟁사,2023-04-03,3,식물영양제,부정,naver,"[('감사하다', 'Verb')]",['감사'],['감사하다'],"['감사', '감사하다']",감사합니다,감사합니다
2659,경쟁사,2023-04-03,3,식물영양제,부정,naver,"[('자다', 'Verb'), ('용하다', 'Adjective')]",['사용'],"['자다', '용하다']","['사용', '자다', '용하다']",잘사용할게요,잘사용할게요
2682,경쟁사,2023-03-16,4,식물영양제,부정,naver,"[('집', 'Noun'), ('에서', 'Josa'), ('상추', 'Noun'), ('수경재배', 'Noun'), ('하다', 'Verb'), ('구매', 'Noun'), ('하다', 'Verb'), ('잘', 'VerbPrefix'), ('되다', 'Verb'), ('좋다', 'Adjective')]","['집', '상추', '수경', '재배', '구매']","['하다', '하다', '되다', '좋다']","['집', '상추', '수경', '재배', '구매', '하다', '하다', '되다', '좋다']",집에서 상추 수경재배하려고 구매했는데 잘되면좋겠어요,집에서 상추 수경재배하려고 구매했는데 잘되면좋겠어요
2683,경쟁사,2023-03-16,4,식물영양제,부정,naver,"[('배송', 'Noun'), ('은', 'Josa'), ('꼼꼼하다', 'Adjective'), ('포장', 'Noun'), ('해주다', 'Verb'), ('잘', 'VerbPrefix'), ('오다', 'Verb')]","['배송', '포장']","['꼼꼼하다', '해주다', '오다']","['배송', '포장', '꼼꼼하다', '해주다', '오다']",배송은 꼼꼼하게 포장해주셔서 잘왔어요,배송은 꼼꼼하게 포장해주셔서 잘왔어요
2684,경쟁사,2023-03-16,4,식물영양제,부정,naver,"[('상추', 'Noun'), ('잘', 'VerbPrefix'), ('자라다', 'Verb'), ('또', 'Noun'), ('구매', 'Noun'), ('하다', 'Verb')]","['상추', '구매']","['자라다', '하다']","['상추', '구매', '자라다', '하다']",상추 잘자라면 또 구매할께요,상추 잘자라면 또 구매할께요
2685,경쟁사,2023-04-25,4,식물영양제,부정,naver,"[('빠르다', 'Adjective'), ('배송', 'Noun'), ('감사하다', 'Verb')]","['배송', '감사', '니']","['빠르다', '감사하다']","['배송', '감사', '니', '빠르다', '감사하다']",빠른배송 감사합니디,빠른배송 감사합니디
2686,경쟁사,2023-04-15,4,식물영양제,부정,naver,"[('수경재배', 'Noun'), ('용', 'Noun'), ('으로', 'Josa'), ('구매', 'Noun'), ('하다', 'Verb')]","['수경', '재배용', '구매']",['하다'],"['수경', '재배용', '구매', '하다']",수경재배용으로 구매했습니다,수경재배용으로 구매했습니다
2687,경쟁사,2023-04-15,4,식물영양제,부정,naver,"[('식물', 'Noun'), ('들', 'Suffix'), ('이', 'Josa'), ('자다', 'Verb'), ('자라다', 'Verb')]",['식물'],"['자다', '자라다']","['식물', '자다', '자라다']",식물들이 잘 자라길,식물들이 잘 자라길
2699,경쟁사,2023-03-15,3,식물영양제,부정,naver,"[('수경재배', 'Noun'), ('에', 'Josa'), ('사용', 'Noun'), ('하다', 'Verb'), ('크게', 'Noun'), ('자다', 'Verb'), ('모르다', 'Verb')]","['수경', '재배', '사용']","['하다', '자다', '모르다']","['수경', '재배', '사용', '하다', '자다', '모르다']",수경재배에 사용하려는데 크게 잘 모르겠어요,수경재배에 사용하려는데 크게 잘 모르겠어요
2700,경쟁사,2023-03-15,3,식물영양제,부정,naver,"[('양', 'Modifier'), ('조절', 'Noun'), ('을', 'Josa'), ('잘못', 'Noun'), ('하다', 'Verb'), ('뿌리', 'Noun'), ('썩다', 'Verb'), ('여러', 'Modifier'), ('개', 'Noun'), ('죽이다', 'Verb'), ('ㅠㅠ', 'KoreanParticle')]","['양조절', '']","['하다', '썩다', '죽이다']","['양조절', '', '하다', '썩다', '죽이다']",양조절을 잘못해서 뿌리썩어서 여러개 죽였어요ㅠㅠ,양조절을 잘못해서 뿌리썩어서 여러개 죽였어요ㅠㅠ
2710,경쟁사,2023-03-27,4,식물영양제,부정,naver,"[('아직', 'Adverb'), ('사용', 'Noun'), ('안', 'VerbPrefix'), ('하다', 'Verb'), ('기대', 'Noun'), ('되다', 'Verb')]","['사용안', '기대']","['하다', '되다']","['사용안', '기대', '하다', '되다']",아직 사용안했는데 기대됩니다,아직 사용안했는데 기대됩니다
2723,경쟁사,2023-04-12,4,식물영양제,부정,naver,"[('좋다', 'Adjective'), ('아직', 'Adverb'), ('잘', 'VerbPrefix'), ('모르다', 'Verb')]",[],"['좋다', '모르다']","['좋다', '모르다']",좋은지 아직 잘모르겠어요,좋은지 아직 잘모르겠어요
2724,경쟁사,2023-04-12,4,식물영양제,부정,naver,"[('곧', 'Noun'), ('좋아지다', 'Verb')]",[],['좋아지다'],['좋아지다'],곧 좋아지겠죠,곧 좋아지겠죠
2741,경쟁사,2023-03-13,4,식물영양제,부정,naver,"[('작물', 'Noun'), ('이', 'Josa'), ('자다', 'Verb'), ('자라다', 'Verb')]",['작물'],"['자다', '자라다']","['작물', '자다', '자라다']",작물이 잘 자라네요,작물이 잘 자라네요
2742,경쟁사,2023-03-13,4,식물영양제,부정,naver,"[('실내', 'Noun'), ('에서', 'Josa'), ('오이랑', 'Noun'), ('딸기', 'Noun'), ('자다', 'Verb'), ('자라', 'Noun'), ('요', 'Josa')]","['실내', '딸기']",['자다'],"['실내', '딸기', '자다']",실내에서 오이랑 딸기 잘 자라요,실내에서 오이랑 딸기 잘 자라요
2751,경쟁사,2023-04-09,4,식물영양제,부정,naver,"[('신속하다', 'Adjective'), ('배달', 'Noun'), ('좋다', 'Adjective')]","['신속', '배달']","['신속하다', '좋다']","['신속', '배달', '신속하다', '좋다']",신속한 배달 좋네요,신속한 배달 좋네요
2752,경쟁사,2023-04-04,4,식물영양제,부정,naver,"[('물건', 'Noun'), ('도', 'Josa'), ('싸다', 'Verb'), ('택배', 'Noun'), ('포장', 'Noun'), ('도', 'Josa'), ('튼튼하다', 'Adjective'), ('하다', 'Verb'), ('보내다', 'Verb')]","['물건', '택배', '포장']","['싸다', '튼튼하다', '하다', '보내다']","['물건', '택배', '포장', '싸다', '튼튼하다', '하다', '보내다']",물건도 싸고 택배 포장도 튼튼하게 해서 보내주었음,물건도 싸고 택배 포장도 튼튼하게 해서 보내주었음
2755,경쟁사,2023-03-13,4,식물영양제,부정,naver,"[('아직', 'Adverb'), ('사용', 'Noun'), ('전이', 'Noun'), ('지만', 'Josa'), ('괜찮다', 'Adjective'), ('것', 'Noun'), ('같다', 'Adjective')]",['사용전'],"['괜찮다', '같다']","['사용전', '괜찮다', '같다']",아직 사용전이지만 괜찮을 것 같아요,아직 사용전이지만 괜찮을 것 같아요
2793,경쟁사,2023-02-17,3,식물영양제,부정,naver,"[('물꽃', 'Noun'), ('이하고', 'Josa'), ('액', 'Noun'), ('을', 'Josa'), ('넣다', 'Verb'), ('하루', 'Noun'), ('만에', 'Josa'), ('물이', 'Noun'), ('뿌옇다', 'Adjective'), ('되다', 'Verb'), ('왜', 'Noun'), ('그렇다', 'Adjective'), ('요', 'Noun')]","['물꽃이', '액', '하루', '물']","['넣다', '뿌옇다', '되다', '그렇다']","['물꽃이', '액', '하루', '물', '넣다', '뿌옇다', '되다', '그렇다']",물꽃이하고 액을 넣었는데 하루만에 물이 뿌옇게 되는데 왜그럴까요,물꽃이하고 액을 넣었는데 하루만에 물이 뿌옇게 되는데 왜그럴까요
2794,경쟁사,2023-03-23,4,식물영양제,부정,naver,"[('좋다', 'Adjective')]",[],['좋다'],['좋다'],좋아요,좋아요
2799,경쟁사,2023-02-17,1,식물영양제,부정,naver,"[('배송', 'Noun'), ('이', 'Josa'), ('완전', 'Noun'), ('느리다', 'Adjective'), ('도착', 'Noun'), ('되다', 'Verb'), ('않다', 'Verb'), ('저', 'Determiner'), ('녘', 'Noun'), ('늦다', 'Verb'), ('도착', 'Noun'), ('하다', 'Verb'), ('문자', 'Noun'), ('와', 'Josa'), ('서다', 'Verb'), ('몇번', 'Noun'), ('을', 'Josa'), ('확인', 'Noun'), ('하다', 'Verb'), ('아침', 'Noun'), ('에', 'Josa'), ('일어나서', 'Noun'), ('확인', 'Noun'), ('하다', 'Verb'), ('오다', 'Verb'), ('있다', 'Adjective')]","['배송', '완전', '도착', '도착', '문자', '확인', '아침', '확인']","['느리다', '되다', '않다', '늦다', '하다', '서다', '하다', '하다', '오다', '있다']","['배송', '완전', '도착', '도착', '문자', '확인', '아침', '확인', '느리다', '되다', '않다', '늦다', '하다', '서다', '하다', '하다', '오다', '있다']",배송이 완전 느리고 도착되지도 않았는데 저녘 늦게 도착했다고 문자와서 몇번을 확인했는데 아침에 일어나서 확인하니 와 있네요,배송이 완전 느리고 도착되지도 않았는데 저녘 늦게 도착했다고 문자와서 몇번을 확인했는데 아침에 일어나서 확인하니 와 있네요
2800,경쟁사,2023-02-17,1,식물영양제,부정,naver,"[('반품', 'Noun'), ('하다', 'Verb'), ('귀차니즘', 'Noun'), ('다시다', 'Verb'), ('거래', 'Noun'), ('않다', 'Verb'), ('하다', 'Verb'), ('앞', 'Noun'), ('으로', 'Josa'), ('구매', 'Noun'), ('하다', 'Verb'), ('많다', 'Adjective'), ('ㅠㅠ', 'KoreanParticle')]","['반품', '귀차니즘', '거래', '앞', '구매']","['하다', '다시다', '않다', '하다', '하다', '많다']","['반품', '귀차니즘', '거래', '앞', '구매', '하다', '다시다', '않다', '하다', '하다', '많다']",반품 할려다 귀찮니즘 다시는 거래 않할듯 앞으로 구매 할건 많은데 ㅠㅠ,반품 할려다 귀차니즘 다시는 거래 않할듯 앞으로 구매 할건 많은데 ㅠㅠ
2835,경쟁사,2023-02-16,4,식물영양제,부정,naver,"[('아직', 'Adverb'), ('사용', 'Noun'), ('전', 'Noun'), ('참외', 'Noun'), ('수박', 'Noun'), ('에', 'Josa'), ('사용', 'Noun'), ('해보다', 'Verb'), ('하다', 'Verb')]","['사용전', '참외', '수박', '사용']","['해보다', '하다']","['사용전', '참외', '수박', '사용', '해보다', '하다']","아직 사용전, 참외, 수박에 사용해볼려고 합니다",아직 사용전 참외 수박에 사용해볼려고 합니다
2864,경쟁사,2023-02-02,4,식물영양제,부정,naver,"[('배송', 'Noun'), ('이', 'Josa'), ('생각', 'Noun'), ('한', 'Josa'), ('것', 'Noun'), ('보다', 'Josa'), ('빠르다', 'Adjective')]","['배송', '생각']",['빠르다'],"['배송', '생각', '빠르다']",배송이 생각한 것보다 빠르네요,배송이 생각한 것보다 빠르네요
2911,경쟁사,2023-01-22,3,식물영양제,부정,naver,"[('정말', 'Noun'), ('좋다', 'Adjective'), ('좋다', 'Adjective')]",[],"['좋다', '좋다']","['좋다', '좋다']",정말 좋아 좋아요,정말 좋아 좋아요
2917,경쟁사,2022-11-28,4,식물영양제,부정,naver,"[('베란다', 'Noun'), ('상추', 'Noun'), ('가', 'Josa'), ('볕', 'Noun'), ('이', 'Josa'), ('넘다', 'Verb'), ('좋다', 'Adjective'), ('비리비리', 'Noun'), ('하다', 'Verb'), ('사보다', 'Verb')]","['베란다', '상추', '볕', '비리비리']","['넘다', '좋다', '하다', '사보다']","['베란다', '상추', '볕', '비리비리', '넘다', '좋다', '하다', '사보다']",베란다 상추가 볕이 넘 좋은데도 비리비리 해서 사봤습니다,베란다 상추가 볕이 넘 좋은데도 비리비리 해서 사봤습니다
2918,경쟁사,2022-11-28,4,식물영양제,부정,naver,"[('자다', 'Verb'), ('자르다', 'Verb'), ('습', 'Noun'), ('좋다', 'Adjective')]",[],"['자다', '자르다', '좋다']","['자다', '자르다', '좋다']",잘 자랐습 좋겠어요,잘 자랐습 좋겠어요
2919,경쟁사,2022-12-06,2,식물영양제,부정,naver,"[('엽채', 'Noun'), ('류', 'Noun'), ('물푸레', 'Noun'), ('나무', 'Noun'), ('1', 'Number'), ('세트', 'Noun'), ('a', 'Alpha'), ('오다', 'Verb'), ('b', 'Alpha'), ('제조', 'Noun'), ('일자', 'Noun'), ('차이', 'Noun'), ('1년', 'Number'), ('2021년', 'Number'), ('11월', 'Number'), ('13일', 'Number'), ('2022년', 'Number'), ('10월', 'Number'), ('7일', 'Number')]","['엽채류', '물푸레', '나무', '세트', '제조', '일', '차이']",['오다'],"['엽채류', '물푸레', '나무', '세트', '제조', '일', '차이', '오다']",엽채류 물푸레 1세트a와b 제조일자 차이 1년2021년11월13일2022년10월7일,엽채류 물푸레 나무 1세트a와b 제조일자 차이 1년2021년11월13일2022년10월7일
2923,경쟁사,2022-11-23,3,식물영양제,부정,naver,"[('상추', 'Noun'), ('수경재배', 'Noun'), ('를', 'Josa'), ('처음', 'Noun'), ('하고', 'Josa'), ('있다', 'Adjective'), ('잘', 'VerbPrefix'), ('자르다', 'Verb'), ('구입', 'Noun'), ('한', 'Josa'), ('약', 'Noun'), ('이', 'Josa'), ('어떻다', 'Adjective'), ('지켜보다', 'Verb'), ('하다', 'Verb')]","['상추', '수경', '재배', '처음', '구입', '약']","['있다', '자르다', '어떻다', '지켜보다', '하다']","['상추', '수경', '재배', '처음', '구입', '약', '있다', '자르다', '어떻다', '지켜보다', '하다']",상추 수경재배를 처음하고 있는데 잘자라라고 구입한 약이 어떨지 지켜보도록 하겠습니다,상추 수경재배를 처음하고 있는데 잘자라라고 구입한 약이 어떨지 지켜보도록 하겠습니다
2924,경쟁사,2022-11-23,3,식물영양제,부정,naver,"[('상추', 'Noun'), ('수경재배', 'Noun'), ('를', 'Josa'), ('위', 'Noun'), ('하다', 'Verb'), ('구입', 'Noun'), ('한', 'Josa'), ('영', 'Modifier'), ('양제', 'Noun'), ('가', 'Josa'), ('대박나다', 'Verb'), ('기대하다', 'Adjective'), ('보다', 'Verb')]","['상추', '수경', '재배', '구입', '영양제', '대박', '기대']","['하다', '대박나다', '기대하다', '보다']","['상추', '수경', '재배', '구입', '영양제', '대박', '기대', '하다', '대박나다', '기대하다', '보다']",상추 수경재배를 위하여 구입한 영양제가 대박나기를 기대해 봅니다,상추 수경재배를 위하여 구입한 영양제가 대박나기를 기대해 봅니다
2941,경쟁사,2022-11-09,4,식물영양제,부정,naver,"[('믿다', 'Verb'), ('쓰다', 'Verb'), ('대유', 'Noun'), ('물푸레', 'Noun'), ('나무', 'Noun'), ('수경재배', 'Noun'), ('시', 'Noun'), ('너무', 'Adverb'), ('편리하다', 'Adjective')]","['대유', '물푸레', '나무', '수경재배', '시', '편리']","['믿다', '쓰다', '편리하다']","['대유', '물푸레', '나무', '수경재배', '시', '편리', '믿다', '쓰다', '편리하다']",믿고 쓰는 대유 물푸레 수경재배 시 너무 편리합니다,믿고 쓰는 대유 물푸레 나무 수경재배 시 너무 편리합니다
2971,경쟁사,2022-09-12,4,식물영양제,부정,naver,"[('선택', 'Noun'), ('옵션', 'Noun'), ('이', 'Josa'), ('헷갈리다', 'Adjective'), ('화분', 'Noun'), ('에', 'Josa'), ('주다', 'Verb'), ('과채', 'Noun'), ('류', 'Noun'), ('로', 'Josa'), ('주문', 'Noun'), ('하다', 'Verb'), ('ㅎㅎ', 'KoreanParticle')]","['선택', '옵션', '화분', '과채', '주문', '', '']","['헷갈리다', '주다', '하다']","['선택', '옵션', '화분', '과채', '주문', '', '', '헷갈리다', '주다', '하다']",선택옵션이 헷갈려서 화분에 줄건데 과채류로 주문했네요ㅎㅎ,선택옵션이 헷갈려서 화분에 줄건데 과채류로 주문했네요ㅎㅎ
