index,name,time,rating,item,sentiment,source,어간,noun,v_ad,n_v_ad,review_sentence,replace_slang_sentence
209,꽃피우는시간,2022-04-27,4,식물영양제,부정,coupang,"[('일주일', 'Noun'), ('에', 'Josa'), ('한번', 'Noun'), ('씩', 'Suffix'), ('열심히', 'Adverb'), ('잎', 'Noun'), ('에', 'Josa'), ('뿌리다', 'Verb'), ('있다', 'Adjective')]","['일주일', '잎']","['뿌리다', '있다']","['일주일', '잎', '뿌리다', '있다']",일주일에 한번씩 열심히 잎에 뿌려주고 있음,일주일에 한번씩 열심히 잎에 뿌려주고 있음
210,꽃피우는시간,2022-04-27,4,식물영양제,부정,coupang,"[('아직', 'Adverb'), ('은', 'Noun'), ('별', 'Modifier'), ('변화', 'Noun'), ('가', 'Josa'), ('없다', 'Adjective'), ('제품', 'Noun'), ('설명', 'Noun'), ('대로', 'Josa'), ('건강하다', 'Adjective'), ('잘', 'VerbPrefix'), ('크다', 'Verb'), ('좋다', 'Adjective')]","['별변', '제품', '설명', '건강']","['없다', '건강하다', '크다', '좋다']","['별변', '제품', '설명', '건강', '없다', '건강하다', '크다', '좋다']",아직은 별변화가 없지만 제품 설명대로 건강하게 잘컸음 좋겠어요,아직은 별변화가 없지만 제품 설명대로 건강하게 잘컸음 좋겠어요
211,꽃피우는시간,2022-04-27,4,식물영양제,부정,coupang,"[('그리고', 'Conjunction'), ('문의', 'Noun'), ('한', 'Josa'), ('내용', 'Noun'), ('에', 'Josa'), ('답변', 'Noun'), ('이', 'Josa'), ('빨', 'Noun'), ('라서', 'Josa'), ('넘다', 'Verb'), ('좋다', 'Adjective')]","['문의', '내용', '답변']","['넘다', '좋다']","['문의', '내용', '답변', '넘다', '좋다']",그리고 문의한 내용에 답변이 빨라서 넘 좋아요,그리고 문의한 내용에 답변이 빨라서 넘 좋아요
215,꽃피우는시간,2022-02-17,4,식물영양제,부정,coupang,"[('햇빛', 'Noun'), ('못', 'Noun'), ('받다', 'Verb'), ('거실', 'Noun'), ('에', 'Josa'), ('있다', 'Adjective'), ('식물', 'Noun'), ('에', 'Josa'), ('좋다', 'Adjective'), ('다해', 'Noun'), ('서', 'Josa'), ('사다', 'Verb'), ('아직', 'Adverb'), ('은', 'Noun'), ('모르다', 'Verb')]","['햇빛', '거실', '식물']","['받다', '있다', '좋다', '사다', '모르다']","['햇빛', '거실', '식물', '받다', '있다', '좋다', '사다', '모르다']",햇빛 못 받는 거실에 있는 식물에 좋다해서 샀는데 아직은 모르겠어요 ~,햇빛 못 받는 거실에 있는 식물에 좋다해서 샀는데 아직은 모르겠어요 
216,꽃피우는시간,2022-02-17,4,식물영양제,부정,coupang,"[('더', 'Noun'), ('사용', 'Noun'), ('하다', 'Verb'), ('보다', 'Verb'), ('알다', 'Verb')]",['사용'],"['하다', '보다', '알다']","['사용', '하다', '보다', '알다']",더 사용해 봐야 알겠어요,더 사용해 봐야 알겠어요
220,꽃피우는시간,2022-03-16,4,식물영양제,부정,coupang,"[('쓰다', 'Verb'), ('있다', 'Adjective'), ('효과', 'Noun'), ('가', 'Josa'), ('있다', 'Adjective'), ('기대하다', 'Adjective'), ('있다', 'Adjective')]","['효과', '기대']","['쓰다', '있다', '있다', '기대하다', '있다']","['효과', '기대', '쓰다', '있다', '있다', '기대하다', '있다']","쓰고는 있는데, 효과가 있기를 기대하고 있어요",쓰고는 있는데 효과가 있기를 기대하고 있어요
221,꽃피우는시간,2022-04-19,2,식물영양제,부정,coupang,"[('실내', 'Noun'), ('에서', 'Josa'), ('뿌리', 'Noun'), ('기', 'Noun'), ('엔', 'Josa'), ('냄새', 'Noun'), ('가', 'Josa'), ('많이', 'Adverb'), ('나다', 'Verb')]","['실내', '냄새']",['나다'],"['실내', '냄새', '나다']",실내에서 뿌리기엔 냄새가 많이 납니다,실내에서 뿌리기엔 냄새가 많이 납니다
222,꽃피우는시간,2022-04-19,2,식물영양제,부정,coupang,"[('약품', 'Noun'), ('냄새', 'Noun')]","['약품', '냄새']",[],"['약품', '냄새']",약품냄새,약품냄새
223,꽃피우는시간,2023-01-30,3,식물영양제,부정,coupang,"[('냄새', 'Noun'), ('가', 'Josa'), ('좀', 'Noun'), ('나서다', 'Verb'), ('환기', 'Noun'), ('시키다', 'Verb'), ('야하다', 'Adjective')]","['냄새', '환기']","['나서다', '시키다', '야하다']","['냄새', '환기', '나서다', '시키다', '야하다']",냄새가 좀 나서 환기시켜야합니다,냄새가 좀 나서 환기시켜야합니다
404,꽃피우는시간,2022-04-08,4,식물영양제,부정,coupang,"[('한번', 'Noun'), ('치고', 'Josa'), ('나니', 'Noun'), ('본', 'Modifier'), ('품', 'Noun'), ('거의', 'Noun'), ('다', 'Adverb'), ('쓸다', 'Verb'), ('하다', 'Verb'), ('ㅠ', 'KoreanParticle')]","['본품', '']","['쓸다', '하다']","['본품', '', '쓸다', '하다']",한번 치고 나니 본품 거의 다 쓴듯 합니다 ㅠ,한번 치고 나니 본품 거의 다 쓴듯 합니다 ㅠ
405,꽃피우는시간,2022-04-08,4,식물영양제,부정,coupang,"[('화장품', 'Noun'), ('로션', 'Noun'), ('냄새', 'Noun'), ('같이', 'Adverb'), ('나다', 'Verb')]","['화장품', '로션', '냄새']",['나다'],"['화장품', '로션', '냄새', '나다']",화장품 로션냄새 같이 납니다,화장품 로션냄새 같이 납니다
406,꽃피우는시간,2022-04-08,4,식물영양제,부정,coupang,"[('살충제', 'Noun'), ('냄새', 'Noun'), ('보다', 'Josa'), ('연하', 'Noun'), ('지만', 'Josa'), ('저녁', 'Noun'), ('쯤', 'Noun'), ('뿌리다', 'Verb'), ('놓다', 'Verb'), ('아침', 'Noun'), ('에', 'Josa'), ('상태', 'Noun'), ('를', 'Josa'), ('확인', 'Noun'), ('해', 'Noun'), ('보다', 'Verb')]","['살충제', '냄새', '하', '저녁', '쯤', '아침', '상태', '확인']","['뿌리다', '놓다', '보다']","['살충제', '냄새', '하', '저녁', '쯤', '아침', '상태', '확인', '뿌리다', '놓다', '보다']",살충제 냄새보다 연하지만저녁 쯤 뿌려 놓고 아침에 상태를 확인 해 보려구요,살충제 냄새보다 연하지만저녁 쯤 뿌려 놓고 아침에 상태를 확인 해 보려구요
486,꽃피우는시간,2022-01-28,4,식물영양제,부정,coupang,"[('좋다', 'Adjective'), ('냄새', 'Noun'), ('가', 'Josa'), ('다른', 'Modifier'), ('영', 'Modifier'), ('양제', 'Noun'), ('는', 'Josa'), ('모르다', 'Verb'), ('시', 'Noun'), ('크다', 'Verb'), ('한약', 'Noun'), ('식초', 'Noun'), ('랑', 'Josa'), ('한약', 'Noun'), ('섞이다', 'Verb'), ('냄새', 'Noun'), ('라', 'Josa'), ('하나', 'Noun'), ('그렇다', 'Adjective'), ('이상', 'Noun'), ('꼬리', 'Noun'), ('한', 'Determiner'), ('향', 'Noun'), ('이나', 'Josa'), ('요', 'Noun'), ('ㅠㅜㅜ', 'KoreanParticle')]","['냄새', '양', '시큼', '한약', '식초', '한약', '냄새', '이상꼬', '향']","['좋다', '모르다', '크다', '섞이다', '그렇다']","['냄새', '양', '시큼', '한약', '식초', '한약', '냄새', '이상꼬', '향', '좋다', '모르다', '크다', '섞이다', '그렇다']",좋은데 냄새가 다른영양제는 몰랐던 시큼 한약 식초랑 한약섞인 냄새라하나 그런 이상꼬리한향이나요ㅠㅜㅜㅜㅜㅠ,좋은데 냄새가 다른영양제는 몰랐던 시큼 한약 식초랑 한약섞인 냄새라하나 그런 이상꼬리한향이나요ㅠㅜㅜㅜㅜㅠ
487,꽃피우는시간,2022-01-28,4,식물영양제,부정,coupang,"[('안방', 'Noun'), ('식물', 'Noun'), ('들', 'Suffix'), ('주', 'Modifier'), ('다가', 'Noun'), ('남편', 'Noun'), ('이', 'Josa'), ('들어오다', 'Verb'), ('대체', 'Noun'), ('이', 'Suffix'), ('게', 'Josa'), ('몬', 'Noun'), ('내다', 'Verb'), ('ㅠㅠㅜ', 'KoreanParticle'), ('6', 'Number'), ('식물', 'Noun'), ('정도', 'Noun'), ('뿌리다', 'Verb'), ('향', 'Noun'), ('이', 'Josa'), ('이틀', 'Noun'), ('간', 'Suffix'), ('지속', 'Noun'), ('되다', 'Verb'), ('혼나다', 'Verb'), ('유', 'Noun'), ('야외', 'Noun'), ('나', 'Josa'), ('화장실', 'Noun'), ('에서', 'Josa'), ('뿌리다', 'Verb'), ('추천', 'Noun'), ('해', 'Noun'), ('요', 'Josa')]","['안방식물', '남편', '대체', '냄', '', '식물정', '향', '이틀간', '속', '유', '야외', '화장실', '길추천']","['들어오다', '내다', '뿌리다', '되다', '혼나다', '뿌리다']","['안방식물', '남편', '대체', '냄', '', '식물정', '향', '이틀간', '속', '유', '야외', '화장실', '길추천', '들어오다', '내다', '뿌리다', '되다', '혼나다', '뿌리다']",안방식물들 주다가 남편이 들어오더니 대체이게 몬냄시냐고ㅠㅠㅜㅜㅜㅜ6식물정도 뿌려주었는데 향이 이틀간지속되서혼났네유 야외나 화장실에서 뿌려주시길추천해요,안방식물들 주다가 남편이 들어오더니 대체이게 몬냄시냐고ㅠㅠㅜㅜㅜㅜ6식물정도 뿌려주었는데 향이 이틀간지속되서혼났네유 야외나 화장실에서 뿌려주시길추천해요
488,꽃피우는시간,2022-01-28,4,식물영양제,부정,coupang,"[('여러', 'Modifier'), ('영', 'Modifier'), ('양제', 'Noun'), ('써다', 'Verb'), ('효과', 'Noun'), ('는', 'Josa'), ('모르다', 'Verb'), ('새', 'Modifier'), ('순이', 'Noun'), ('빨리', 'Adverb'), ('올라오다', 'Verb'), ('같다', 'Adjective')]","['영양제', '효과', '새순']","['써다', '모르다', '올라오다', '같다']","['영양제', '효과', '새순', '써다', '모르다', '올라오다', '같다']",여러영양제써서 효과는 모르겠지만 새순이 빨리올라오긴하는것같아요,여러영양제써서 효과는 모르겠지만 새순이 빨리올라오긴하는것같아요
489,꽃피우는시간,2022-01-28,4,식물영양제,부정,coupang,"[('잎', 'Noun'), ('에', 'Josa'), ('뿌리다', 'Verb'), ('아이', 'Noun'), ('들', 'Suffix'), ('은', 'Josa'), ('이', 'Determiner'), ('제품', 'Noun'), ('을', 'Josa'), ('자주', 'Noun'), ('썻', 'Noun'), ('거들다', 'Verb'), ('분사', 'Noun'), ('력', 'Suffix'), ('이', 'Josa'), ('좋다', 'Adjective'), ('굵다', 'Adjective'), ('아쉽다', 'Adjective'), ('향', 'Noun'), ('이', 'Determiner'), ('좀', 'Noun'), ('얕다', 'Adjective'), ('좋다', 'Adjective'), ('같다', 'Adjective')]","['잎', '아이', '이제품', '요분', '사력', '향']","['뿌리다', '거들다', '좋다', '굵다', '아쉽다', '얕다', '좋다', '같다']","['잎', '아이', '이제품', '요분', '사력', '향', '뿌리다', '거들다', '좋다', '굵다', '아쉽다', '얕다', '좋다', '같다']",잎에 뿌려주는아이들은 이제품을 자주썻거든요분사력이 좀세고 굵어서아쉽고 향이좀 얕으면 좋을것같아요,잎에 뿌려주는아이들은 이제품을 자주썻거든요분사력이 좀세고 굵어서아쉽고 향이좀 얕으면 좋을것같아요
490,꽃피우는시간,2022-01-28,4,식물영양제,부정,coupang,"[('식물', 'Noun'), ('이', 'Josa'), ('많다', 'Adjective'), ('벌써', 'Noun'), ('한', 'Determiner'), ('통', 'Noun'), ('다', 'Adverb'), ('써다', 'Verb'), ('ㅋㅋㅋㅠㅠㅜ', 'KoreanParticle')]","['식물', '한', '']","['많다', '써다']","['식물', '한', '', '많다', '써다']",식물이많아 벌써한통다썼어요ㅋㅋㅋㅠㅠㅜㅠㅜ,식물이많아 벌써한통다썼어요ㅋㅋㅋㅠㅠㅜㅠㅜ
509,꽃피우는시간,2023-03-08,4,식물영양제,부정,coupang,"[('겨울', 'Noun'), ('이라', 'Josa'), ('바깥', 'Noun'), ('에', 'Josa'), ('있다', 'Adjective'), ('화분', 'Noun'), ('들', 'Suffix'), ('을', 'Josa'), ('거실', 'Noun'), ('로', 'Josa'), ('들이다', 'Verb'), ('엄마', 'Noun'), ('가', 'Josa'), ('잎', 'Noun'), ('에', 'Josa'), ('뿌리다', 'Verb'), ('윤기', 'Noun'), ('도', 'Josa'), ('나다', 'Verb'), ('영', 'Modifier'), ('양제', 'Noun'), ('가', 'Josa'), ('필요하다', 'Adjective')]","['겨울', '바깥', '화분', '거실', '엄마', '잎', '기', '영양제', '필요']","['있다', '들이다', '뿌리다', '나다', '필요하다']","['겨울', '바깥', '화분', '거실', '엄마', '잎', '기', '영양제', '필요', '있다', '들이다', '뿌리다', '나다', '필요하다']","겨울이라 바깥에 있던 화분들을 거실로 들이면서, 엄마가 잎에 뿌려서 윤기도 나게하는 영양제가 필요하다",겨울이라 바깥에 있던 화분들을 거실로 들이면서 엄마가 잎에 뿌려서 윤기도 나게하는 영양제가 필요하다
510,꽃피우는시간,2023-03-08,4,식물영양제,부정,coupang,"[('셔', 'Noun'), ('서', 'Josa'), ('검색', 'Noun'), ('하다', 'Verb'), ('사다', 'Verb'), ('드리다', 'Verb')]","['셔', '검색']","['하다', '사다', '드리다']","['셔', '검색', '하다', '사다', '드리다']",셔서 검색해서 사다드렸습니다,셔서 검색해서 사다드렸습니다
511,꽃피우는시간,2023-03-08,4,식물영양제,부정,coupang,"[('향', 'Noun'), ('이', 'Josa'), ('독특하다', 'Adjective'), ('목초액', 'Noun'), ('향', 'Noun'), ('인가', 'Josa'), ('보다', 'Verb')]","['향', '독특', '목초액', '향']","['독특하다', '보다']","['향', '독특', '목초액', '향', '독특하다', '보다']",향이 독특하던데 목초액 향인가봐요,향이 독특하던데 목초액 향인가봐요
512,꽃피우는시간,2023-03-08,4,식물영양제,부정,coupang,"[('화분', 'Noun'), ('세', 'Noun'), ('개', 'Noun'), ('가', 'Josa'), ('원인', 'Noun'), ('불명', 'Noun'), ('으로', 'Josa'), ('죽다', 'Verb'), ('시작', 'Noun'), ('하다', 'Verb'), ('겁나다', 'Verb'), ('못', 'Noun'), ('뿌리', 'Noun'), ('고', 'Josa'), ('있다', 'Adjective'), ('사실', 'Noun'), ('효과', 'Noun'), ('는', 'Josa'), ('자다', 'Verb'), ('모르다', 'Verb')]","['화분', '원인', '불명', '시작', '효과']","['죽다', '하다', '겁나다', '있다', '자다', '모르다']","['화분', '원인', '불명', '시작', '효과', '죽다', '하다', '겁나다', '있다', '자다', '모르다']",화분 세 개가 원인 불명으로 죽어가기 시작해서 겁나서 못 뿌리고 있어서 사실 효과는 잘 모르겠어요,화분 세 개가 원인 불명으로 죽어가기 시작해서 겁나서 못 뿌리고 있어서 사실 효과는 잘 모르겠어요
525,꽃피우는시간,2023-03-05,4,식물영양제,부정,coupang,"[('태양', 'Noun'), ('등', 'Noun'), ('을', 'Josa'), ('사다', 'Verb'), ('하나', 'Noun'), ('말다', 'Verb'), ('고민', 'Noun'), ('하다', 'Verb'), ('구매', 'Noun'), ('하다', 'Verb')]","['태양등', '고민', '구매']","['사다', '말다', '하다', '하다']","['태양등', '고민', '구매', '사다', '말다', '하다', '하다']",태양등을 사야 하나 말아야하나 고민하다가 구매했어요,태양등을 사야 하나 말아야하나 고민하다가 구매했어요
526,꽃피우는시간,2023-03-05,4,식물영양제,부정,coupang,"[('남향', 'Noun'), ('집', 'Noun'), ('에', 'Josa'), ('살다', 'Verb'), ('서향', 'Noun'), ('집', 'Noun'), ('이라', 'Josa'), ('넉넉하다', 'Adjective'), ('빛', 'Noun'), ('도', 'Josa'), ('못', 'VerbPrefix'), ('받다', 'Verb'), ('아이', 'Noun'), ('들', 'Suffix'), ('을', 'Josa'), ('위해', 'Noun'), ('과', 'Noun'), ('감히', 'Noun'), ('구매', 'Noun'), ('하다', 'Verb'), ('이렇다', 'Adjective'), ('난관', 'Noun'), ('도', 'Josa'), ('있다', 'Adjective')]","['남향', '집', '서향집', '빛', '아이', '구매', '난관']","['살다', '넉넉하다', '받다', '하다', '이렇다', '있다']","['남향', '집', '서향집', '빛', '아이', '구매', '난관', '살다', '넉넉하다', '받다', '하다', '이렇다', '있다']",남향집에 살다가 서향집이라 넉넉히 빛도 못받는 아이들을 위해 과감히 구매했는데 이런 난관도 있네요,남향집에 살다가 서향집이라 넉넉히 빛도 못받는 아이들을 위해 과감히 구매했는데 이런 난관도 있네요
527,꽃피우는시간,2023-03-05,4,식물영양제,부정,coupang,"[('물방울', 'Noun'), ('이', 'Josa'), ('구르다', 'Verb'), ('다니다', 'Verb'), ('방수', 'Noun'), ('잎사귀', 'Noun'), ('들', 'Suffix'), ('은', 'Josa'), ('효과', 'Noun'), ('가', 'Josa'), ('없다', 'Adjective'), ('싶다', 'Verb')]","['물방울', '방수', '잎사귀', '효과']","['구르다', '다니다', '없다', '싶다']","['물방울', '방수', '잎사귀', '효과', '구르다', '다니다', '없다', '싶다']",물방울이 굴러다니는 방수 잎사귀들은 효과가 없는것인가 싶네요,물방울이 굴러다니는 방수 잎사귀들은 효과가 없는것인가 싶네요
528,꽃피우는시간,2023-03-05,4,식물영양제,부정,coupang,"[('나머지', 'Noun'), ('식다', 'Verb'), ('들다', 'Verb'), ('효과', 'Noun'), ('가', 'Josa'), ('있다', 'Adjective'), ('같다', 'Adjective'), ('아마도', 'Adverb')]","['나머지', '식재', '효과']","['식다', '들다', '있다', '같다']","['나머지', '식재', '효과', '식다', '들다', '있다', '같다']",나머지 식재들은 효과가 있는것 같아요 아마도,나머지 식재들은 효과가 있는것 같아요 아마도
